,日期,天气,温度
2320,2017/07/04   星期二,雷阵雨,25~33℃
2321,2017/07/05   星期三,雷阵雨,26~34℃
2322,2017/07/06   星期四,雷阵雨,26~36℃
2323,2017/07/07   星期五,多云,26~35℃
2324,2017/07/08   星期六,雷阵雨,26~36℃
2325,2017/07/09   星期日,雷阵雨,27~36℃
2326,2017/07/10   星期一,雷阵雨,26~35℃
2327,2017/07/11   星期二,雷阵雨,26~33℃
2328,2017/07/12   星期三,多云,27~36℃
2329,2017/07/13   星期四,雷阵雨,27~37℃
2330,2017/07/14   星期五,多云,27~37℃
2331,2017/07/15   星期六,晴,27~38℃
2332,2017/07/16   星期日,多云,27~35℃
2333,2017/07/17   星期一,多云,27~35℃
2334,2017/07/18   星期二,多云,27~37℃
2335,2017/07/19   星期三,多云,27~38℃
2336,2017/07/20   星期四,晴,27~38℃
2337,2017/07/21   星期五,晴,27~39℃
2338,2017/07/22   星期六,晴,28~39℃
2339,2017/07/23   星期日,晴,27~39℃
2340,2017/07/24   星期一,晴,27~39℃
2341,2017/07/25   星期二,晴,28~39℃
2342,2017/07/26   星期三,晴,28~38℃
2343,2017/07/27   星期四,晴,28~37℃
2344,2017/07/28   星期五,晴,27~37℃
2345,2017/07/29   星期六,多云,28~34℃
2346,2017/07/30   星期日,中雨,27~31℃
2347,2017/08/01   星期二,多云,28~33℃
2348,2017/08/02   星期三,多云,28~34℃
2349,2017/08/03   星期四,多云,27~36℃
2350,2017/08/04   星期五,多云,28~35℃
2351,2017/08/05   星期六,雷阵雨,27~36℃
2352,2017/08/06   星期日,雷阵雨,27~34℃
2353,2017/08/07   星期一,多云,28~37℃
2354,2017/08/08   星期二,多云,29~38℃
2355,2017/08/09   星期三,中雨,25~35℃
2356,2017/08/10   星期四,雷阵雨,25~32℃
2357,2017/08/11   星期五,多云,27~35℃
2358,2017/08/12   星期六,雷阵雨,28~35℃
2359,2017/08/13   星期日,多云,27~36℃
2360,2017/08/14   星期一,雷阵雨,27~37℃
2361,2017/08/15   星期二,雷阵雨,27~35℃
2362,2017/08/16   星期三,雷阵雨,27~34℃
2363,2017/08/17   星期四,雷阵雨,27~35℃
2364,2017/08/18   星期五,雷阵雨,24~34℃
2365,2017/08/19   星期六,雷阵雨,25~36℃
2366,2017/08/20   星期日,雷阵雨,25~35℃
2367,2017/08/21   星期一,雷阵雨,26~33℃
2368,2017/08/22   星期二,阵雨,27~33℃
2369,2017/08/23   星期三,多云,27~34℃
2370,2017/08/24   星期四,多云,27~36℃
2371,2017/08/25   星期五,雷阵雨,27~36℃
2372,2017/08/26   星期六,阵雨,26~33℃
2373,2017/08/27   星期日,多云,26~34℃
2374,2017/08/28   星期一,晴,26~36℃
2375,2017/08/29   星期二,多云,25~37℃
2376,2017/08/30   星期三,多云,25~33℃
2377,2017/09/01   星期五,多云,22~30℃
2378,2017/09/02   星期六,阵雨,23~30℃
2379,2017/09/03   星期日,多云,24~31℃
2380,2017/09/04   星期一,多云,25~32℃
2381,2017/09/05   星期二,多云,26~35℃
2382,2017/09/06   星期三,雷阵雨,25~35℃
2383,2017/09/07   星期四,阵雨,24~28℃
2384,2017/09/08   星期五,阵雨,24~27℃
2385,2017/09/09   星期六,阴,24~29℃
2386,2017/09/10   星期日,多云,26~33℃
2387,2017/09/11   星期一,雷阵雨,23~31℃
2388,2017/09/12   星期二,阵雨,22~27℃
2389,2017/09/13   星期三,多云,23~28℃
2390,2017/09/14   星期四,阵雨,23~26℃
2391,2017/09/15   星期五,中雨,22~25℃
2392,2017/09/16   星期六,阴,20~26℃
2393,2017/09/17   星期日,多云,19~28℃
2394,2017/09/18   星期一,晴,20~30℃
2395,2017/09/19   星期二,多云,23~31℃
2396,2017/09/20   星期三,中雨,21~26℃
2397,2017/09/21   星期四,小雨,22~24℃
2398,2017/09/22   星期五,多云,22~28℃
2399,2017/09/23   星期六,中雨,22~25℃
2400,2017/09/24   星期日,阵雨,22~28℃
2401,2017/09/25   星期一,多云,26~32℃
2402,2017/09/26   星期二,多云,25~33℃
2403,2017/09/27   星期三,阵雨,22~28℃
2404,2017/09/28   星期四,阵雨,19~22℃
2405,2017/09/29   星期五,阴,22~25℃
2406,2017/09/30   星期六,阵雨,21~24℃
2407,2017/10/01   星期日,多云,25~31℃
2408,2017/10/02   星期一,阵雨,22~32℃
2409,2017/10/03   星期二,多云,20~25℃
2410,2017/10/04   星期三,多云,19~24℃
2411,2017/10/05   星期四,阴,19~25℃
2412,2017/10/06   星期五,阴,18~24℃
2413,2017/10/07   星期六,多云,18~26℃
2414,2017/10/08   星期日,多云,19~28℃
2415,2017/10/09   星期一,多云,21~29℃
2416,2017/10/10   星期二,多云,24~30℃
2417,2017/10/11   星期三,阵雨,20~24℃
2418,2017/10/12   星期四,小雨,18~22℃
2419,2017/10/13   星期五,小雨,18~21℃
2420,2017/10/14   星期六,阵雨,19~22℃
2421,2017/10/15   星期日,暴雨,18~20℃
2422,2017/10/16   星期一,中雨,19~22℃
2423,2017/10/17   星期二,小雨,17~20℃
2424,2017/10/18   星期三,阴,17~22℃
2425,2017/10/19   星期四,阴,17~22℃
2426,2017/10/20   星期五,阴,17~22℃
2427,2017/10/21   星期六,多云,16~22℃
2428,2017/10/22   星期日,多云,15~22℃
2429,2017/10/23   星期一,多云,13~21℃
2430,2017/10/24   星期二,晴,13~20℃
2431,2017/10/25   星期三,晴,12~21℃
2432,2017/10/26   星期四,多云,0~12℃
2433,2017/10/27   星期五,多云,0~14℃
2434,2017/10/28   星期六,多云,0~14℃
2435,2017/10/29   星期日,阴,0~11℃
2436,2017/10/30   星期一,多云,11~16℃
2437,2017/11/01   星期三,多云,10~22℃
2438,2017/11/02   星期四,晴,13~24℃
2439,2017/11/03   星期五,多云,13~23℃
2440,2017/11/04   星期六,多云,12~17℃
2441,2017/11/05   星期日,多云,12~19℃
2442,2017/11/06   星期一,多云,15~22℃
2443,2017/11/07   星期二,小雨,15~21℃
2444,2017/11/08   星期三,多云,11~20℃
2445,2017/11/09   星期四,晴,13~22℃
2446,2017/11/10   星期五,阴,13~20℃
2447,2017/11/11   星期六,多云,12~17℃
2448,2017/11/12   星期日,晴,10~18℃
2449,2017/11/13   星期一,雨,13~20℃
2450,2017/11/14   星期二,阴,15~18℃
2451,2017/11/15   星期三,多云,14~16℃
2452,2017/11/16   星期四,雨,14~18℃
2453,2017/11/17   星期五,雨,15~20℃
2454,2017/11/18   星期六,多云,8~13℃
2455,2017/11/19   星期日,多云,8~13℃
2456,2017/11/20   星期一,阴,8~12℃
2457,2017/11/21   星期二,阴,8~11℃
2458,2017/11/22   星期三,多云,9~13℃
2459,2017/11/23   星期四,晴,6~13℃
2460,2017/11/24   星期五,阴,3~14℃
2461,2017/11/25   星期六,阴,6~16℃
2462,2017/11/26   星期日,晴,9~15℃
2463,2017/11/27   星期一,多云,7~18℃
2464,2017/11/28   星期二,雨,10~22℃
2465,2017/11/29   星期三,阴,12~16℃
2466,2017/11/30   星期四,雨,8~12℃
2467,2017/12/01   星期五,阴,8~11℃
2468,2017/12/02   星期六,多云,8~14℃
2469,2017/12/03   星期日,阴,8~15℃
2470,2017/12/04   星期一,多云,4~13℃
2471,2017/12/05   星期二,晴,3~10℃
2472,2017/12/06   星期三,阴,0~12℃
2473,2017/12/07   星期四,阴,4~13℃
2474,2017/12/08   星期五,多云,3~9℃
2475,2017/12/09   星期六,晴,1~12℃
2476,2017/12/10   星期日,晴,2~13℃
2477,2017/12/11   星期一,多云,2~12℃
2478,2017/12/12   星期二,多云,2~12℃
2479,2017/12/13   星期三,阴,3~11℃
2480,2017/12/14   星期四,雨,6~11℃
2481,2017/12/15   星期五,雨,8~11℃
2482,2017/12/16   星期六,晴,1~8℃
2483,2017/12/17   星期日,晴,0~6℃
2484,2017/12/18   星期一,晴,-3~9℃
2485,2017/12/19   星期二,多云,-1~10℃
2486,2017/12/20   星期三,晴,0~12℃
2487,2017/12/21   星期四,晴,0~11℃
2488,2017/12/22   星期五,晴,0~16℃
2489,2017/12/23   星期六,多云,5~18℃
2490,2017/12/24   星期日,晴,4~13℃
2491,2017/12/25   星期一,晴,2~10℃
2492,2017/12/26   星期二,晴,0~13℃
2493,2017/12/27   星期三,阴,3~13℃
2494,2017/12/28   星期四,雨,7~11℃
2495,2017/12/29   星期五,多云,9~12℃
2496,2017/12/30   星期六,雨,5~13℃
2497,2018/01/01   星期一,晴,2~10℃
2498,2018/01/02   星期二,阴,5~14℃
2499,2018/01/03   星期三,雨,10~12℃
2500,2018/01/04   星期四,雨,6~9℃
2501,2018/01/05   星期五,多云,4~8℃
2502,2018/01/06   星期六,雨,2~7℃
2503,2018/01/07   星期日,阴,7~11℃
2504,2018/01/08   星期一,多云,2~7℃
2505,2018/01/09   星期二,晴,-1~7℃
2506,2018/01/10   星期三,晴,0~7℃
2507,2018/01/11   星期四,晴,-2~7℃
2508,2018/01/12   星期五,晴,-3~4℃
2509,2018/01/13   星期六,阴,-3~7℃
2510,2018/01/14   星期日,多云,0~13℃
2511,2018/01/15   星期一,晴,4~16℃
2512,2018/01/16   星期二,晴,9~17℃
2513,2018/01/17   星期三,晴,5~13℃
2514,2018/01/18   星期四,阴,5~12℃
2515,2018/01/19   星期五,阴,7~11℃
2516,2018/01/20   星期六,雨,7~9℃
2517,2018/01/21   星期日,雨,7~9℃
2518,2018/01/22   星期一,晴,5~10℃
2519,2018/01/23   星期二,雨,2~8℃
2520,2018/01/24   星期三,阴,2~4℃
2521,2018/01/25   星期四,雪,1~4℃
2522,2018/01/26   星期五,阴,1~3℃
2523,2018/01/27   星期六,雪,0~3℃
2524,2018/01/28   星期日,雪,0~3℃
2525,2018/01/29   星期一,晴,-1~2℃
2526,2018/01/30   星期二,多云,-3~4℃
2527,2018/02/01   星期四,多云,-3~5℃
2528,2018/02/02   星期五,晴,-1~7℃
2529,2018/02/03   星期六,多云,-1~3℃
2530,2018/02/04   星期日,多云,-2~3℃
2531,2018/02/05   星期一,晴,-1~5℃
2532,2018/02/06   星期二,晴,-3~5℃
2533,2018/02/07   星期三,多云,-3~8℃
2534,2018/02/08   星期四,多云,-1~7℃
2535,2018/02/09   星期五,雨,0~10℃
2536,2018/02/10   星期六,阴,1~8℃
2537,2018/02/11   星期日,晴,0~9℃
2538,2018/02/12   星期一,晴,-1~10℃
2539,2018/02/13   星期二,晴,-2~13℃
2540,2018/02/14   星期三,晴,5~19℃
2541,2018/02/15   星期四,阴,5~11℃
2542,2018/02/16   星期五,阴,5~7℃
2543,2018/02/17   星期六,晴,3~13℃
2544,2018/02/18   星期日,多云,6~15℃
2545,2018/02/19   星期一,雨,8~11℃
2546,2018/02/20   星期二,雨,6~10℃
2547,2018/02/21   星期三,阴,2~8℃
2548,2018/02/22   星期四,多云,4~8℃
2549,2018/02/23   星期五,多云,0~15℃
2550,2018/02/24   星期六,雨,5~13℃
2551,2018/02/25   星期日,多云,4~10℃
2552,2018/02/26   星期一,多云,2~14℃
2553,2018/02/27   星期二,多云,5~18℃
2554,2018/02/28   星期三,多云,7~17℃
2555,2018/03/01   星期四,晴,6~17℃
2556,2018/03/02   星期五,多云,8~12℃
2557,2018/03/03   星期六,晴,10~20℃
2558,2018/03/04   星期日,雨,13~27℃
2559,2018/03/05   星期一,多云,7~19℃
2560,2018/03/06   星期二,阴,7~12℃
2561,2018/03/07   星期三,雨,9~11℃
2562,2018/03/08   星期四,多云,3~10℃
2563,2018/03/09   星期五,晴,2~11℃
2564,2018/03/10   星期六,晴,0~17℃
2565,2018/03/11   星期日,多云,3~14℃
2566,2018/03/12   星期一,晴,8~23℃
2567,2018/03/13   星期二,晴,12~24℃
2568,2018/03/14   星期三,雨,15~23℃
2569,2018/03/15   星期四,阴,15~21℃
2570,2018/03/16   星期五,多云,9~15℃
2571,2018/03/17   星期六,多云,8~14℃
2572,2018/03/18   星期日,雨,10~17℃
2573,2018/03/19   星期一,雨,10~17℃
2574,2018/03/20   星期二,阴,7~10℃
2575,2018/03/21   星期三,多云,5~8℃
2576,2018/03/22   星期四,晴,3~16℃
2577,2018/03/23   星期五,晴,7~20℃
2578,2018/03/24   星期六,多云,9~23℃
2579,2018/03/25   星期日,多云,13~21℃
2580,2018/03/26   星期一,晴,12~17℃
2581,2018/03/27   星期二,晴,11~22℃
2582,2018/03/28   星期三,晴,11~26℃
2583,2018/03/29   星期四,多云,13~25℃
2584,2018/03/30   星期五,多云,14~23℃
2585,2018/04/01   星期日,晴,15~27℃
2586,2018/04/02   星期一,雨,16~27℃
2587,2018/04/03   星期二,雨,19~25℃
2588,2018/04/04   星期三,阴,14~23℃
2589,2018/04/05   星期四,雨,13~21℃
2590,2018/04/06   星期五,多云,9~15℃
2591,2018/04/07   星期六,晴,8~14℃
2592,2018/04/08   星期日,晴,5~22℃
2593,2018/04/09   星期一,晴,10~26℃
2594,2018/04/10   星期二,晴,17~29℃
2595,2018/04/11   星期三,多云,16~27℃
2596,2018/04/12   星期四,雨,17~21℃
2597,2018/04/13   星期五,雨,15~22℃
2598,2018/04/14   星期六,阴,11~20℃
2599,2018/04/15   星期日,多云,10~18℃
2600,2018/04/16   星期一,阴,9~15℃
2601,2018/04/17   星期二,晴,7~20℃
2602,2018/04/18   星期三,晴,8~25℃
2603,2018/04/19   星期四,晴,12~27℃
2604,2018/04/20   星期五,阴,15~28℃
2605,2018/04/21   星期六,阴,17~28℃
2606,2018/04/22   星期日,多云,21~30℃
2607,2018/04/23   星期一,雨,20~27℃
2608,2018/04/24   星期二,多云,12~17℃
2609,2018/04/25   星期三,晴,11~22℃
2610,2018/04/26   星期四,晴,10~24℃
2611,2018/04/27   星期五,晴,15~26℃
2612,2018/04/28   星期六,晴,16~28℃
2613,2018/04/29   星期日,雨,17~27℃
2614,2018/04/30   星期一,阴,20~27℃
2615,2018/05/01   星期二,雨,21~30℃
2616,2018/05/02   星期三,多云,16~26℃
2617,2018/05/03   星期四,阴,13~25℃
2618,2018/05/04   星期五,阴,14~27℃
2619,2018/05/05   星期六,雨,19~22℃
2620,2018/05/06   星期日,雨,20~32℃
2621,2018/05/07   星期一,雨,19~26℃
2622,2018/05/08   星期二,晴,17~23℃
2623,2018/05/09   星期三,晴,13~23℃
2624,2018/05/10   星期四,多云,13~22℃
2625,2018/05/11   星期五,晴,13~27℃
2626,2018/05/12   星期六,雨,19~31℃
2627,2018/05/13   星期日,雨,22~28℃
2628,2018/05/14   星期一,阴,21~32℃
2629,2018/05/15   星期二,多云,24~34℃
2630,2018/05/16   星期三,晴,25~35℃
2631,2018/05/17   星期四,阴,25~36℃
2632,2018/05/18   星期五,多云,25~33℃
2633,2018/05/19   星期六,雨,22~26℃
2634,2018/05/20   星期日,阴,20~24℃
2635,2018/05/21   星期一,阴,19~24℃
2636,2018/05/22   星期二,雨,20~28℃
2637,2018/05/23   星期三,多云,18~24℃
2638,2018/05/24   星期四,晴,16~26℃
2639,2018/05/25   星期五,雨,21~34℃
2640,2018/05/26   星期六,阴,21~27℃
2641,2018/05/27   星期日,雨,22~27℃
2642,2018/05/28   星期一,多云,21~27℃
2643,2018/05/29   星期二,雨,21~28℃
2644,2018/05/30   星期三,雨,20~24℃
2645,2018/06/01   星期五,晴,16~26℃
2646,2018/06/02   星期六,雨,14~24℃
2647,2018/06/03   星期日,晴,18~24℃
2648,2018/06/04   星期一,雨,18~26℃
2649,2018/06/05   星期二,雨,21~24℃
2650,2018/06/06   星期三,阴,20~25℃
2651,2018/06/07   星期四,阴,20~29℃
2652,2018/06/08   星期五,阴,21~26℃
2653,2018/06/09   星期六,阴转小雨,22~28℃
2654,2018/06/10   星期日,阴转小雨,20~25℃
2655,2018/06/11   星期一,多云,19~30℃
2656,2018/06/12   星期二,多云,19~32℃
2657,2018/06/13   星期三,多云,21~32℃
2658,2018/06/14   星期四,多云,22~29℃
2659,2018/06/15   星期五,晴,21~29℃
2660,2018/06/16   星期六,多云,20~29℃
2661,2018/06/17   星期日,多云,21~28℃
2662,2018/06/18   星期一,多云,22~31℃
2663,2018/06/19   星期二,雨,24~33℃
2664,2018/06/20   星期三,雨,22~27℃
2665,2018/06/21   星期四,晴,22~27℃
2666,2018/06/22   星期五,小雨,21~24℃
2667,2018/06/23   星期六,多云,21~23℃
2668,2018/06/24   星期日,多云,21~28℃
2669,2018/06/25   星期一,多云,24~35℃
2670,2018/06/26   星期二,阴,25~36℃
2671,2018/06/27   星期三,阴,27~38℃
2672,2018/06/28   星期四,小雨到中雨,27~36℃
2673,2018/06/29   星期五,阴,26~31℃
2674,2018/06/30   星期六,阴,26~31℃
2675,2018/07/01   星期日,多云,25~30℃
2676,2018/07/02   星期一,多云,26~32℃
2677,2018/07/03   星期二,小雨到大雨,26~30℃
2678,2018/07/04   星期三,小雨到中雨,26~30℃
2679,2018/07/05   星期四,阴,26~31℃
2680,2018/07/06   星期五,多云转小雨,25~31℃
2681,2018/07/07   星期六,晴,25~31℃
2682,2018/07/08   星期日,晴,26~32℃
2683,2018/07/09   星期一,多云,26~34℃
2684,2018/07/10   星期二,多云,26~32℃
2685,2018/07/11   星期三,小雨,26~31℃
2686,2018/07/12   星期四,晴,27~32℃
2687,2018/07/13   星期五,晴,27~32℃
2688,2018/07/14   星期六,晴,25~33℃
2689,2018/07/15   星期日,多云,25~33℃
2690,2018/07/16   星期一,晴,25~32℃
2691,2018/07/17   星期二,晴,25~32℃
2692,2018/07/18   星期三,晴,26~33℃
2693,2018/07/19   星期四,晴,25~33℃
2694,2018/07/20   星期五,晴,25~33℃
2695,2018/07/21   星期六,雨,25~30℃
2696,2018/07/22   星期日,小雨到暴雨,26~29℃
2697,2018/07/23   星期一,小雨到中雨,26~31℃
2698,2018/07/24   星期二,小雨到中雨,26~33℃
2699,2018/07/25   星期三,雨,26~36℃
2700,2018/07/26   星期四,雨,27~33℃
2701,2018/07/27   星期五,晴,26~34℃
2702,2018/07/28   星期六,晴,27~36℃
2703,2018/07/29   星期日,多云,25~36℃
2704,2018/07/30   星期一,小雨,26~35℃
2704,2018/07/31   星期二,小雨,26~34℃
2705,2018/08/01   星期三,多云,26~33℃
2706,2018/08/02   星期四,中雨到大雨,26~31℃
2707,2018/08/03   星期五,小雨到中雨,26~33℃
2708,2018/08/04   星期六,晴,26~35℃
2709,2018/08/05   星期日,晴,27~35℃
2710,2018/08/06   星期一,多云转小雨,27~34℃
2711,2018/08/07   星期二,晴,27~35℃
2712,2018/08/08   星期三,晴,25~33℃
2713,2018/08/09   星期四,多云,25~35℃
2714,2018/08/10   星期五,晴,26~34℃
2715,2018/08/11   星期六,多云,25~34℃
2716,2018/08/12   星期日,雨,26~29℃
2717,2018/08/13   星期一,多云,26~31℃
2718,2018/08/14   星期二,雨,26~33℃
2719,2018/08/15   星期三,多云转小雨,26~32℃
2720,2018/08/16   星期四,中雨,26~29℃
2721,2018/08/17   星期五,阴,26~32℃
2722,2018/08/18   星期六,小雨,26~31℃
2723,2018/08/19   星期日,多云,25~32℃
2724,2018/08/20   星期一,多云,26~33℃
2725,2018/08/21   星期二,雨,25~31℃
2726,2018/08/22   星期三,晴,25~33℃
2727,2018/08/23   星期四,晴,26~33℃
2728,2018/08/24   星期五,多云,25~31℃
2729,2018/08/25   星期六,小雨到中雨,25~30℃
2730,2018/08/26   星期日,阴,25~30℃
2731,2018/08/27   星期一,多云,26~32℃
2732,2018/08/28   星期二,多云,26~32℃
2733,2018/08/29   星期三,多云,26~33℃
2734,2018/08/30   星期四,多云,26~33℃
2734,2018/08/31   星期五,阵雨,26~32℃
2735,2018/09/01   星期六,晴,26~32℃
2736,2018/09/02   星期日,多云,26~33℃
2737,2018/09/03   星期一,晴,26~34℃
2738,2018/09/04   星期二,多云,25~33℃
2739,2018/09/05   星期三,多云,22~32℃
2740,2018/09/06   星期四,多云,24~33℃
2741,2018/09/07   星期五,阴,22~26℃
2742,2018/09/08   星期六,多云,21~24℃
2743,2018/09/09   星期日,多云,21~28℃
2744,2018/09/10   星期一,多云,20~28℃
2745,2018/09/11   星期二,多云,21~26℃
2746,2018/09/12   星期三,多云,20~26℃
2747,2018/09/13   星期四,多云,23~30℃
2748,2018/09/14   星期五,多云,23~31℃
2749,2018/09/15   星期六,多云,24~33℃
2750,2018/09/16   星期日,小雨,25~31℃
2751,2018/09/17   星期一,多云,24~32℃
2752,2018/09/18   星期二,多云,25~32℃
2753,2018/09/19   星期三,多云,24~34℃
2754,2018/09/20   星期四,阴,24~35℃
2755,2018/09/21   星期五,多云,24~29℃
2756,2018/09/22   星期六,阴,24~26℃
2757,2018/09/23   星期日,阴,22~26℃
2758,2018/09/24   星期一,晴,21~28℃
2759,2018/09/25   星期二,多云,21~26℃
2760,2018/09/26   星期三,多云,19~27℃
2761,2018/09/27   星期四,多云,20~27℃
2762,2018/09/28   星期五,晴,20~27℃
2763,2018/09/29   星期六,晴,19~26℃
2764,2018/09/30   星期日,晴,19~27℃
2765,2018/10/01   星期一,晴,17~25℃
2766,2018/10/02   星期二,晴,15~25℃
2767,2018/10/03   星期三,晴,15~25℃
2768,2018/10/04   星期四,多云,16~25℃
2769,2018/10/05   星期五,阴,19~22℃
2770,2018/10/06   星期六,多云,17~25℃
2771,2018/10/07   星期日,多云,16~25℃
2772,2018/10/08   星期一,晴,16~26℃
2773,2018/10/09   星期二,多云,16~26℃
2774,2018/10/10   星期三,阴,14~20℃
2775,2018/10/11   星期四,多云,14~21℃
2776,2018/10/12   星期五,多云,13~21℃
2777,2018/10/13   星期六,多云,13~23℃
2778,2018/10/14   星期日,阴,14~22℃
2779,2018/10/15   星期一,阴,15~22℃
2780,2018/10/16   星期二,多云,16~20℃
2781,2018/10/17   星期三,晴,14~21℃
2782,2018/10/18   星期四,多云,13~21℃
2783,2018/10/19   星期五,多云,11~21℃
2784,2018/10/20   星期六,阴,12~21℃
2785,2018/10/21   星期日,阴,14~21℃
2786,2018/10/22   星期一,阴,16~21℃
2787,2018/10/23   星期二,晴,16~21℃
2788,2018/10/24   星期三,多云,14~23℃
2789,2018/10/25   星期四,多云,14~24℃
2790,2018/10/26   星期五,晴,17~23℃
2791,2018/10/27   星期六,晴,11~19℃
2792,2018/10/28   星期日,晴,8~23℃
2793,2018/10/29   星期一,晴,9~24℃
2794,2018/10/30   星期二,多云,12~24℃
2794,2018/10/31   星期三,晴,11~22℃
2795,2018/11/01   星期四,阴,11~20℃
2796,2018/11/02   星期五,多云,14~20℃
2797,2018/11/03   星期六,多云,15~19℃
2798,2018/11/04   星期日,阴,14~23℃
2799,2018/11/05   星期一,小雨,17~24℃
2800,2018/11/06   星期二,阴,17~23℃
2801,2018/11/07   星期三,多云,15~22℃
2802,2018/11/08   星期四,晴,12~16℃
2803,2018/11/09   星期五,晴,9~18℃
2804,2018/11/10   星期六,阴,8~22℃
2805,2018/11/11   星期日,晴,15~22℃
2806,2018/11/12   星期一,阴,14~18℃
2807,2018/11/13   星期二,多云,12~18℃
2808,2018/11/14   星期三,多云,10~20℃
2809,2018/11/15   星期四,多云,12~20℃
2810,2018/11/16   星期五,多云,13~18℃
2811,2018/11/17   星期六,多云,13~16℃
2812,2018/11/18   星期日,多云,12~15℃
2813,2018/11/19   星期一,阴,10~15℃
2814,2018/11/20   星期二,小雨到中雨,10~16℃
2815,2018/11/21   星期三,多云,12~17℃
2816,2018/11/22   星期四,多云,9~15℃
2817,2018/11/23   星期五,晴,7~17℃
2818,2018/11/24   星期六,多云,7~21℃
2819,2018/11/25   星期日,多云,8~20℃
2820,2018/11/26   星期一,晴,12~18℃
2821,2018/11/27   星期二,多云,11~18℃
2822,2018/11/28   星期三,晴,8~17℃
2823,2018/11/29   星期四,晴,7~19℃
2824,2018/11/30   星期五,多云,8~21℃
2825,2018/12/01   星期六,晴,10~22℃
2826,2018/12/02   星期日,阴,13~21℃
2827,2018/12/03   星期一,阴,16~23℃
2828,2018/12/04   星期二,小雨,11~18℃
2829,2018/12/05   星期三,多云,12~15℃
2830,2018/12/06   星期四,小雨,8~14℃
2831,2018/12/07   星期五,多云,3~10℃
2832,2018/12/08   星期六,雪,1~5℃
2833,2018/12/09   星期日,雪,2~5℃
2834,2018/12/10   星期一,阴,5~10℃
2835,2018/12/11   星期二,阴,6~9℃
2836,2018/12/12   星期三,阴,2~8℃
2837,2018/12/13   星期四,多云,3~8℃
2838,2018/12/14   星期五,阴,3~9℃
2839,2018/12/15   星期六,小雨,6~9℃
2840,2018/12/16   星期日,晴,4~10℃
2841,2018/12/17   星期一,晴,3~13℃
2842,2018/12/18   星期二,晴,0~17℃
2843,2018/12/19   星期三,小雨,5~17℃
2844,2018/12/20   星期四,多云,11~13℃
2845,2018/12/21   星期五,阴,8~16℃
2846,2018/12/22   星期六,多云,12~17℃
2847,2018/12/23   星期日,多云,9~13℃
2848,2018/12/24   星期一,多云,6~13℃
2849,2018/12/25   星期二,多云,7~14℃
2850,2018/12/26   星期三,阴,9~13℃
2851,2018/12/27   星期四,多云,6~9℃
2852,2018/12/28   星期五,多云,0~6℃
2853,2018/12/29   星期六,阴,-1~5℃
2854,2018/12/30   星期日,雪,1~3℃
2854,2018/12/31   星期一,雨夹雪,1~3℃
2855,2019/01/01   星期二,多云,1~5℃
2856,2019/01/02   星期三,阴,1~5℃
2857,2019/01/03   星期四,阴,3~10℃
2858,2019/01/04   星期五,阴,6~10℃
2859,2019/01/05   星期六,阴,6~9℃
2860,2019/01/06   星期日,多云,5~8℃
2861,2019/01/07   星期一,阴,4~8℃
2862,2019/01/08   星期二,小雨,5~8℃
2863,2019/01/09   星期三,阴,6~8℃
2864,2019/01/10   星期四,小雨到中雨,6~9℃
2865,2019/01/11   星期五,多云,7~9℃
2866,2019/01/12   星期六,阴,5~8℃
2867,2019/01/13   星期日,多云,3~9℃
2868,2019/01/14   星期一,小雨,5~9℃
2869,2019/01/15   星期二,小雨,5~8℃
2870,2019/01/16   星期三,多云,3~5℃
2871,2019/01/17   星期四,晴,1~8℃
2872,2019/01/18   星期五,晴,-2~12℃
2873,2019/01/19   星期六,多云,4~17℃
2874,2019/01/20   星期日,晴,5~10℃
2875,2019/01/21   星期一,晴,1~8℃
2876,2019/01/22   星期二,晴,-1~12℃
2877,2019/01/23   星期三,晴,-1~14℃
2878,2019/01/24   星期四,晴,1~14℃
2879,2019/01/25   星期五,多云,1~14℃
2880,2019/01/26   星期六,多云,2~6℃
2881,2019/01/27   星期日,晴,0~11℃
2882,2019/01/28   星期一,多云,2~12℃
2883,2019/01/29   星期二,晴,6~13℃
2884,2019/01/30   星期三,多云,6~20℃
2884,2019/01/31   星期四,多云,2~10℃
2885,2019/02/01   星期五,晴,2~8℃
2886,2019/02/02   星期六,晴,3~18℃
2887,2019/02/03   星期日,多云,7~20℃
2888,2019/02/04   星期一,多云,6~10℃
2889,2019/02/05   星期二,多云,7~14℃
2890,2019/02/06   星期三,晴,7~18℃
2891,2019/02/07   星期四,多云,5~15℃
2892,2019/02/08   星期五,阴,4~7℃
2893,2019/02/09   星期六,阴,3~6℃
2894,2019/02/10   星期日,阴,3~5℃
2895,2019/02/11   星期一,多云,3~5℃
2896,2019/02/12   星期二,多云,3~9℃
2897,2019/02/13   星期三,小雨到中雨,6~8℃
2898,2019/02/14   星期四,阴,7~8℃
2899,2019/02/15   星期五,小雨,6~9℃
2900,2019/02/16   星期六,雪,2~5℃
2901,2019/02/17   星期日,小雨,2~5℃
2902,2019/02/18   星期一,小雨到中雨,5~10℃
2903,2019/02/19   星期二,多云,7~12℃
2904,2019/02/20   星期三,阴,6~8℃
2905,2019/02/21   星期四,阴,6~8℃
2906,2019/02/22   星期五,多云,4~7℃
2907,2019/02/23   星期六,多云,5~8℃
2908,2019/02/24   星期日,阴,7~10℃
2909,2019/02/25   星期一,多云,7~10℃
2910,2019/02/26   星期二,小雨,6~12℃
